channel_name,Title,Video_id,Published_date,Month,Views,Likes,Comments,Duration
Ben Gravy,"It's gonna be cold up there, but there's gonna be waves!",STgQXrewwtg,2016-04-17 12:30:00+00:00,Apr,882,44,12,0 days 00:15:23
Ben Gravy,This is that Gansett Crêpe Lifestyle,0w6ndrG4tw0,2016-04-16 12:30:00+00:00,Apr,914,50,14,0 days 00:10:24
Ben Gravy,That alley oop though!?,jr54eVLsDrg,2016-04-15 12:30:00+00:00,Apr,916,43,25,0 days 00:14:49
Ben Gravy,Is my family insane!?,JcJK-ScZ0JA,2016-04-14 14:33:13+00:00,Apr,1370,63,40,0 days 00:22:18
Ben Gravy,Team Nub Got Me!,gnGWbl7zRyw,2016-04-13 15:47:37+00:00,Apr,1260,64,35,0 days 00:18:53
Ben Gravy,Together we're the dream team,OjFS6fYkQ1I,2016-04-12 12:30:00+00:00,Apr,726,42,28,0 days 00:17:44
Ben Gravy,Now it's on my foot!,GUCQxaP2Qy4,2016-04-11 16:43:48+00:00,Apr,689,46,40,0 days 00:14:13
Ben Gravy,Scrub city!?,CrSmJxeQBVk,2016-04-10 17:57:34+00:00,Apr,721,42,20,0 days 00:15:11
Ben Gravy,He let me be BEST MAN!?,Jqye6jAtVGY,2016-04-09 12:30:00+00:00,Apr,1387,58,34,0 days 00:25:22
Ben Gravy,"No matter what, life comes full circle",7RJgXnNLhPw,2016-04-08 12:30:01+00:00,Apr,1025,47,28,0 days 00:19:04
Ben Gravy,"Stay happy, stay positive!",yj0Nlnceqbo,2016-04-07 12:30:02+00:00,Apr,1172,50,42,0 days 00:11:46
Ben Gravy,Body by Quinoa,f_BTOVSezEo,2016-04-06 12:30:01+00:00,Apr,813,52,40,0 days 00:08:35
Ben Gravy,Goodnight sweet Prince,FuD9GL2gWxY,2016-04-05 14:11:14+00:00,Apr,1002,55,52,0 days 00:20:53
Ben Gravy,The Moose is Loose!,czc06U5bBdU,2016-04-04 13:39:07+00:00,Apr,4007,110,37,0 days 00:12:04
Ben Gravy,Don't give up the thrash!,o8LuTDYfnNw,2016-04-03 14:25:09+00:00,Apr,774,46,35,0 days 00:17:59
Ben Gravy,Fully losing it...,Zr5jZZD9x9s,2016-04-02 12:30:00+00:00,Apr,780,51,28,0 days 00:10:34
Ben Gravy,We'll see how this exsistence is even possible,tDlhijsUVtM,2016-04-01 12:13:22+00:00,Apr,680,46,35,0 days 00:15:29
Ben Gravy,Brad Jones? You're done!!,P_Ys9dpO3lQ,2016-03-31 13:22:01+00:00,Mar,1080,58,49,0 days 00:19:23
Ben Gravy,I don't plan on stopping for HOURS...!,yiPxvvBniQ8,2016-03-30 16:54:15+00:00,Mar,845,52,38,0 days 00:15:46
Ben Gravy,I'm Vin Diesel!,dGkCr9PgflU,2016-03-29 12:30:01+00:00,Mar,1501,57,46,0 days 00:09:23
Ben Gravy,You are whoever & whatever YOU want to be!,PxOvlflmVP8,2016-03-28 20:07:38+00:00,Mar,862,57,44,0 days 00:15:13
Ben Gravy,What are you claiming!?,ZkCwJATXwGg,2016-03-27 12:30:01+00:00,Mar,1280,66,42,0 days 00:14:05
Ben Gravy,There's nothing to figure out!,ar_Cyo9_yRw,2016-03-26 13:04:29+00:00,Mar,1005,64,61,0 days 00:20:17
Ben Gravy,Half my VLOG is deleted!?,J9vtF_2fp7Y,2016-03-25 12:30:00+00:00,Mar,679,51,23,0 days 00:10:35
Ben Gravy,I'm the youngest guy here...by 50 years,emysjcWC7tA,2016-03-24 12:30:00+00:00,Mar,755,60,43,0 days 00:09:45
Ben Gravy,You guys make my day!,vtH41-JHaQ0,2016-03-23 15:57:40+00:00,Mar,862,65,60,0 days 00:12:56
Ben Gravy,I'm the only guy in the US riding knees!,j2RygkeAZSc,2016-03-22 12:30:01+00:00,Mar,819,64,35,0 days 00:09:08
Ben Gravy,Abandoned Antique Store,q1_TAL2B6Es,2016-03-21 13:03:39+00:00,Mar,1620,57,49,0 days 00:14:32
Ben Gravy,Home Sweet Home!,_cfTkWglnMY,2016-03-20 12:30:01+00:00,Mar,954,62,31,0 days 00:09:50
Ben Gravy,"New state, new rules!",eogXB3i3GAg,2016-03-19 18:00:17+00:00,Mar,769,67,42,0 days 00:14:41
Ben Gravy,It was f#ckin awesome dude!,aYRztlCcgAo,2016-03-18 13:27:18+00:00,Mar,829,61,70,0 days 00:23:13
Ben Gravy,Just believe in yourself,L23d34mx3yA,2016-03-17 15:45:13+00:00,Mar,744,49,34,0 days 00:12:58
Ben Gravy,"It's kind of weird we hit 1,000 subs on our last day!?",H_Dl4cAzih8,2016-03-16 12:21:18+00:00,Mar,695,54,39,0 days 00:10:43
Ben Gravy,It'd be cool if paperwork was cool...,bN7nfkTO9bY,2016-03-15 13:11:41+00:00,Mar,660,52,58,0 days 00:12:22
Ben Gravy,I'd be at the pub havin' a pint by now!,OmQ1AEzYIy0,2016-03-14 12:30:00+00:00,Mar,786,55,34,0 days 00:10:31
Ben Gravy,Everything's gonna come together though,Xq1TmXkxbWw,2016-03-13 15:05:16+00:00,Mar,780,52,32,0 days 00:09:58
Ben Gravy,I might have to take you to the CLEANERS!?,IaVKfE0Sg_w,2016-03-12 23:58:39+00:00,Mar,924,62,28,0 days 00:21:09
Ben Gravy,Bippity Boppity fix that FAE!,qQ7UHwYAJhY,2016-03-11 13:30:00+00:00,Mar,653,55,48,0 days 00:10:17
Ben Gravy,IT'S FRICKIN BIKE WEEK BRO!,PshShDgr3bU,2016-03-10 14:30:00+00:00,Mar,961,67,37,0 days 00:12:00
Ben Gravy,You're literally changing lives...,jR_ShlIV8QU,2016-03-09 13:30:00+00:00,Mar,701,54,35,0 days 00:13:02
Ben Gravy,It's what you make it man..it really is,Jvwq699R4OQ,2016-03-08 15:21:43+00:00,Mar,708,56,93,0 days 00:12:46
Ben Gravy,We did it again people...WE'RE ALIVE!,pPpGgrVCwBc,2016-03-07 14:30:00+00:00,Mar,761,57,68,0 days 00:14:24
Ben Gravy,Accidently Announcing a Surf Contest!,KV7XegeH4ME,2016-03-06 14:30:01+00:00,Mar,1071,64,60,0 days 00:11:16
Ben Gravy,GoPro sent me a FREE GOPRO!?,ep6G3i9Sh_c,2016-03-05 14:20:46+00:00,Mar,1525,66,59,0 days 00:13:24
Ben Gravy,We're still SOBER!!!,kg8AAYWj_No,2016-03-04 14:30:30+00:00,Mar,2024,84,78,0 days 00:13:47
Ben Gravy,We're falling apart,w8vpYXcIcQA,2016-03-03 14:25:33+00:00,Mar,748,47,59,0 days 00:06:51
Ben Gravy,How to break a $600 video camera (GoKart edition),X2uOt0tU-4s,2016-03-02 15:49:46+00:00,Mar,880,57,78,0 days 00:15:06
Ben Gravy,Everyone's bringing something HUGE to the beach...,XkW7PwheOBc,2016-03-01 17:10:21+00:00,Mar,937,77,57,0 days 00:15:00
Ben Gravy,It's KINDA SICK!!!,afXjrACHJSk,2016-02-29 18:23:13+00:00,Feb,921,53,54,0 days 00:15:50
Ben Gravy,You look like that guy!!,xlfGkUa6moA,2016-02-28 18:00:14+00:00,Feb,1181,58,78,0 days 00:16:31
Ben Gravy,What do Rockstars get at Star Bucks?,DkkiFAfB5gY,2016-02-27 14:30:00+00:00,Feb,976,62,122,0 days 00:15:02
Ben Gravy,Only got time for today,QOywdZDpruk,2016-02-26 17:02:42+00:00,Feb,1471,77,74,0 days 00:21:22
Ben Gravy,Playing a Live concert in our car,-pLWUFmKz-o,2016-02-25 15:59:44+00:00,Feb,4629,140,91,0 days 00:17:12
Ben Gravy,The boys are back!,d0PhtW1YpHI,2016-02-24 14:30:01+00:00,Feb,3388,93,33,0 days 00:11:07
Ben Gravy,This sesh is heavy...,DBHVnr3YCTs,2016-02-23 14:30:35+00:00,Feb,880,51,33,0 days 00:09:34
Ben Gravy,That was a Humbling Experience...,q8TAh_mVHO8,2016-02-22 14:30:01+00:00,Feb,1229,60,34,0 days 00:07:44
Ben Gravy,Talkin Surf Radio Interview!,_8dstfUoz4o,2016-02-21 14:30:00+00:00,Feb,818,47,31,0 days 00:11:00
Ben Gravy,And like telephones...how do they work!?,antw_pS3RvQ,2016-02-20 15:53:14+00:00,Feb,936,58,30,0 days 00:15:09
Ben Gravy,"Half Hilton, Half Hell...",vaS1zLMzE10,2016-02-19 17:43:50+00:00,Feb,882,53,45,0 days 00:09:56
Ben Gravy,Do you even Rock & Roll!?,Wv5FJ7Bp4R0,2016-02-18 15:24:28+00:00,Feb,951,60,32,0 days 00:13:27
Ben Gravy,Bunszai Pipeline,kFuH4WRq-K0,2016-02-17 14:30:00+00:00,Feb,1282,63,22,0 days 00:07:32
Ben Gravy,Exploring an Abandonded Zoo,yGTdf0f6gpU,2016-02-16 14:30:01+00:00,Feb,923,52,22,0 days 00:08:50
Ben Gravy,Heaviest Crew yet!?,NYwImsO2AKk,2016-02-15 14:30:00+00:00,Feb,898,55,36,0 days 00:07:41
Ben Gravy,"You can't buy the dream, because I'm already LIVING IT!",B5weU7c2sac,2016-02-14 14:30:01+00:00,Feb,973,51,27,0 days 00:06:43
Ben Gravy,El Whoosh-o,sb1oz4klWLM,2016-02-13 14:30:00+00:00,Feb,932,51,40,0 days 00:10:44
Ben Gravy,Coffee Shop Rappers,0M3GwUoAEIU,2016-02-12 14:30:00+00:00,Feb,854,58,45,0 days 00:11:48
Ben Gravy,Open Mic Night at the O!?,u1H41vy4g0c,2016-02-11 16:00:01+00:00,Feb,997,65,58,0 days 00:15:04
Ben Gravy,Do you even check the Surf Bro?,kyBIWW-zuj4,2016-02-10 16:07:05+00:00,Feb,1422,56,18,0 days 00:08:01
Ben Gravy,Are We Doin This!?,J3XvUcYAAuY,2016-02-09 16:00:01+00:00,Feb,1322,54,45,0 days 00:08:05
Ben Gravy,We're Kinda Fully Back!,T_Jk9aidV9c,2016-02-08 16:00:02+00:00,Feb,1119,55,26,0 days 00:09:59
Ben Gravy,Home Remedies on Fleek!,Og7HuNG4bmw,2016-02-06 15:30:00+00:00,Feb,973,58,29,0 days 00:11:10
Ben Gravy,How am i still sick...!?,lBUyd1SHq_o,2016-02-05 15:30:00+00:00,Feb,1150,54,66,0 days 00:05:48
Ben Gravy,I'm sick,gPCOn0iTrUY,2016-02-04 15:30:01+00:00,Feb,1662,58,41,0 days 00:08:50
Ben Gravy,Lets Get Fitted!,-YZx1d1VCaY,2016-02-03 16:00:00+00:00,Feb,949,75,61,0 days 00:09:45
Ben Gravy,Another One Bites the Donnie,TV_eyh2TuNo,2016-02-02 16:00:00+00:00,Feb,972,57,14,0 days 00:06:25
Ben Gravy,FS700 film session,xPtCPsLKgFs,2016-02-01 15:41:43+00:00,Feb,1090,73,23,0 days 00:07:07
Ben Gravy,First time riding in an Airboat!,YA6sIn1zYgo,2016-01-31 16:00:02+00:00,Jan,1278,61,53,0 days 00:12:38
Ben Gravy,That's a Vacation FAIL if I've Ever Seen One,ryChtPhNSjE,2016-01-30 15:00:02+00:00,Jan,1307,70,40,0 days 00:10:09
Ben Gravy,Yo are you guys really Nub TV!?,7Dmog4-E9UY,2016-01-29 16:42:31+00:00,Jan,1432,77,49,0 days 00:10:44
Ben Gravy,We're going STIR CRAZY!,TQtEEdgMskY,2016-01-28 16:00:02+00:00,Jan,1007,72,65,0 days 00:09:53
Ben Gravy,The Peanut Gallery has Arrived!,EAfl635p-sc,2016-01-27 16:00:00+00:00,Jan,1077,59,32,0 days 00:09:16
Ben Gravy,There's always Redemption,3hPXFbCeQQc,2016-01-26 15:30:00+00:00,Jan,1062,43,25,0 days 00:07:28
Ben Gravy,Another One Bites the Dust!,uNSmXFy53t8,2016-01-25 16:30:00+00:00,Jan,1457,60,26,0 days 00:08:06
Ben Gravy,What the F#ck!? haha,4sBNEOPeZTY,2016-01-23 16:30:00+00:00,Jan,1409,50,19,0 days 00:06:04
Ben Gravy,Fighting like a Married Couple,f_JHl-UOGDw,2016-01-22 14:30:00+00:00,Jan,1872,58,26,0 days 00:09:48
Ben Gravy,Brad Jones Quits the Team,f701ZCKmVZw,2016-01-21 16:30:00+00:00,Jan,1994,76,36,0 days 00:06:48
Ben Gravy,We be Thriftin',jOoTGlR7Kgk,2016-01-20 14:52:14+00:00,Jan,1357,50,26,0 days 00:06:58
Ben Gravy,Chanks Birthday w/ drone crash,EhSCZplKKpo,2016-01-19 16:30:01+00:00,Jan,1350,59,28,0 days 00:08:29
Ben Gravy,The Crew is in Full Effect!,o-cqvziQT-c,2016-01-18 15:30:00+00:00,Jan,1428,55,17,0 days 00:06:59
Ben Gravy,The Water is 70 & the fun is on!,B1U5brbSwYk,2016-01-17 18:00:00+00:00,Jan,1742,47,23,0 days 00:04:14
Ben Gravy,"Surf Expo day 2 | ""I'm Das Brutes""",y9sQ60HN46Y,2016-01-16 18:13:10+00:00,Jan,1437,53,21,0 days 00:10:02
Ben Gravy,"Surf Expo day 1 | ""She loves when I drink""",cUz7mt7_Npw,2016-01-15 16:30:00+00:00,Jan,1899,63,21,0 days 00:07:00
Ben Gravy,First time Surfing in 9 Months! (After Patellar Tendon Rupture),otKJLwTcmhg,2016-01-14 17:06:30+00:00,Jan,3449,70,43,0 days 00:07:39
Ben Gravy,I can surf...LETS GO TO FLORIDA!!!,zIbxxAZ_-90,2016-01-13 16:30:01+00:00,Jan,1501,54,8,0 days 00:09:18
Ben Gravy,Legends Everywhere!,h796P1WVKcQ,2016-01-12 18:00:01+00:00,Jan,1032,47,9,0 days 00:06:49
Ben Gravy,Dude! There's dog crap everywhere...,ZB3QrcaFu-w,2016-01-11 15:21:11+00:00,Jan,1531,42,18,0 days 00:08:03
Ben Gravy,$900 Million Dollar Powerball Party!,kqsCtgXwUlw,2016-01-10 17:45:37+00:00,Jan,2122,59,25,0 days 00:11:09
Ben Gravy,I can almost surf & I'm gonna be rich!,uHlEFLWzMV8,2016-01-09 18:00:04+00:00,Jan,2152,52,13,0 days 00:07:25
Ben Gravy,Going Top Shelf at Home Depot,pvSiqZH7Hlk,2016-01-08 18:00:02+00:00,Jan,6889,90,45,0 days 00:09:30
Ben Gravy,My dogs poop everywhere,wYifwXougfA,2016-01-07 18:00:01+00:00,Jan,12375,89,23,0 days 00:07:17
Ben Gravy,Now Hob's Angry,S2DGYmeY_EQ,2016-01-06 18:00:02+00:00,Jan,4329,87,20,0 days 00:05:07
Ben Gravy,Frank's Angry,o2QX2piP5RU,2016-01-05 15:30:00+00:00,Jan,1876,62,14,0 days 00:07:35
Ben Gravy,New York City is funny,Fd0kXMe-fdk,2016-01-03 16:19:36+00:00,Jan,2687,67,8,0 days 00:10:09
Ben Gravy,Polar Bear Plunge!,EJP0Nb4sIRk,2016-01-02 18:00:00+00:00,Jan,4332,72,26,0 days 00:06:15
Ben Gravy,Happy New Year!,ii6CQh2l3Yk,2016-01-01 19:12:10+00:00,Jan,3875,82,27,0 days 00:10:52
Ben Gravy,DRIVING THE AMPHICAR (Last VLOG of 2015) | vlog #14,HLp-1g2kADk,2015-12-30 11:20:19+00:00,Dec,1275,41,11,0 days 00:05:35
Ben Gravy,Merry Christmas! | VLOG #13,_OmU0qMedtI,2015-12-26 23:00:21+00:00,Dec,1705,53,20,0 days 00:08:39
Ben Gravy,Twas the night before Crisper | VLOG #12,j30Gy7OEgXI,2015-12-25 17:10:06+00:00,Dec,1176,36,8,0 days 00:04:54
Ben Gravy,Historic Longport House Tour | VLOG #11,LpIB8qKzXlw,2015-12-22 18:29:51+00:00,Dec,1271,38,10,0 days 00:05:39
Ben Gravy,Shopping Life on Fleek | VLOG #10,NJqSnf1q7lE,2015-12-21 22:26:40+00:00,Dec,986,36,17,0 days 00:11:44
Ben Gravy,Ben Gravy - What I've Become (Acoustic),HAQEsX5utF4,2015-12-18 22:17:44+00:00,Dec,5055,167,48,0 days 00:04:01
Ben Gravy,Hob's Birthday! VLOG #9,13k1aNomhl0,2015-12-18 02:26:28+00:00,Dec,1160,35,12,0 days 00:08:20
Ben Gravy,Star Wars Prank Behind the Scenes VLOG,muDHPmI9k5A,2015-12-16 21:30:00+00:00,Dec,874,19,3,0 days 00:05:29
Ben Gravy,Ortho Visit & Early Christmas Party | #8,1Totff9_EaU,2015-12-16 21:02:40+00:00,Dec,972,30,8,0 days 00:06:39
Ben Gravy,Eggs & Another Party! | VLOG #7,c4uzDK-gmI8,2015-12-15 21:11:31+00:00,Dec,1598,38,11,0 days 00:10:55
Ben Gravy,Ben Gravy - Millionaire (Acoustic),x0wNaINbJ9s,2015-12-10 13:38:08+00:00,Dec,6374,179,28,0 days 00:03:31
Ben Gravy,FAIL | People Eating it on my Hoverboard | VLOG #5,rz_czMA2VDs,2015-12-09 00:04:42+00:00,Dec,1410,36,10,0 days 00:07:08
Ben Gravy,Ben Gravy - Thank You (Acoustic),9bzEfjOcaAI,2015-12-08 23:40:52+00:00,Dec,3101,150,25,0 days 00:03:30
Ben Gravy,RUDE TUBE INTERVIEW  | Vlog #4,bNWJ-K3Eygc,2015-12-08 02:54:02+00:00,Dec,1253,39,20,0 days 00:21:56
Ben Gravy,BDAY on FLEEK | VLOG 3,LnSksERlNh0,2015-12-01 01:09:59+00:00,Dec,1779,51,24,0 days 00:15:44
Ben Gravy,HOVERBOARD THANKSGIVING | VLOG #2,iidq_ca5XMk,2015-11-28 02:26:11+00:00,Nov,1993,46,22,0 days 00:17:03
Ben Gravy,The Horse BIRTHDAY VISIT  | Vlog #1,ge2tU3H0SQI,2015-11-24 22:23:57+00:00,Nov,4383,96,24,0 days 00:15:46
Ben Gravy,Pumping Jersey Surf | Right this Minute,SRpNlrGsulw,2015-04-30 13:50:56+00:00,Apr,7869,46,8,0 days 00:01:17
Ben Gravy,Ben Gravy Polar Vortex | Right This Minute,r3LUB3nWz2s,2015-03-31 19:03:48+00:00,Mar,6074,26,8,0 days 00:01:00
Ben Gravy,Ben Gravy | Shoe City Pro qs1000,XHXo720VKjo,2015-03-04 02:15:08+00:00,Mar,3530,31,2,0 days 00:03:29
Ben Gravy,Go Pro | Polar Vortex,b6EXF8kaijc,2015-02-19 19:48:41+00:00,Feb,1700,36,8,0 days 00:02:23
Ben Gravy,ASF NJ Surf Comp 1,RlNj_hrnY-8,2014-07-28 21:17:01+00:00,Jul,1361,38,4,0 days 00:02:52
Ben Gravy,Ben Gravy - Bay Wave #2,Gs5HJ7fjtIg,2014-07-25 00:20:01+00:00,Jul,6772,57,14,0 days 00:01:16
Ben Gravy,Hurricane Arthur Atlantic City,5UVbooTVasg,2014-07-05 23:13:18+00:00,Jul,7893,66,2,0 days 00:01:13
Ben Gravy,Ben Gravy | Heritage Margate Beach Stock Tow Ats,PRHouAn2PXY,2014-06-29 22:19:24+00:00,Jun,2744,38,5,0 days 00:02:25
Ben Gravy,Funny Skate Video,vfVTbeCalC0,2014-03-21 16:00:02+00:00,Mar,6935,125,17,0 days 00:01:54
Ben Gravy,Dean Randazzo Freeze for a Cause,WKOSjZ7Aa10,2014-02-28 14:44:03+00:00,Feb,4279,102,19,0 days 00:05:48
Ben Gravy,"Ben Graeff 11/3 Poverty, Cape May",7ltjAiXeXXs,2007-11-12 13:23:36+00:00,Nov,20270,222,34,0 days 00:00:22
Koa Rothman,"IS DESERT POINT OVERRATED? FULL SESSION AT ""THE GROWER""",M-tjaswvqhU,2024-08-21 22:43:59+00:00,Aug,17222,698,85,0 days 00:21:05
Koa Rothman,We Scored a Perfect Wave In Indonesia!!!,LLPiNrFpS7s,2024-08-21 21:50:32+00:00,Aug,5923,237,10,0 days 00:00:18
Koa Rothman,Remember This Before Surfing In Hawaii,oTLlUrbPSmI,2024-08-21 21:47:53+00:00,Aug,3317,125,6,0 days 00:00:45
Koa Rothman,This Drop In Was SCARY,GizykLnVbnM,2024-08-21 21:45:12+00:00,Aug,1121,78,2,0 days 00:00:10
Koa Rothman,Surfing Perfect Banzai Pipeline,WtvkHm1m1rU,2024-08-21 21:44:05+00:00,Aug,795,53,0,0 days 00:00:08
Koa Rothman,Girlfriend Attempts To Surf,Q7XwHFzpIz4,2024-08-16 19:54:27+00:00,Aug,3987,184,33,0 days 00:00:35
Koa Rothman,What Surfing Perfect Waves In Tahiti Looks Like,JLT58aWb8JU,2024-08-15 21:06:18+00:00,Aug,3121,155,3,0 days 00:00:23
Koa Rothman,THIS WAVE WANTED TO DESTROY ME,G6ogG7s0M6k,2024-08-14 21:24:11+00:00,Aug,3769,212,11,0 days 00:00:23
Koa Rothman,INDONESIA SUPER SWELL! BIGGEST KANDUI EVER?,L7oRF_vriNM,2024-08-14 21:00:10+00:00,Aug,111969,3237,277,0 days 00:18:58
Koa Rothman,BEST PLACE ON EARTH FOR SURFING?,6wwsl1GSq84,2024-08-13 19:14:23+00:00,Aug,5208,291,20,0 days 00:00:08
Koa Rothman,THIS DROP WAS SCARY 😱,QK4uEA9Cb5Q,2024-08-13 19:08:04+00:00,Aug,4889,344,13,0 days 00:00:13
Koa Rothman,HOW DID HE PULL THIS OFF,FXVFM5Kk8_I,2024-08-13 19:03:47+00:00,Aug,4134,248,10,0 days 00:00:39
Koa Rothman,This GLOW In The Dark Wave 😳,Hr09Ktchf2M,2024-08-09 13:00:30+00:00,Aug,10491,484,10,0 days 00:00:09
Koa Rothman,Did I Actually Make This Happen?,OLqled_4Gpg,2024-08-08 16:23:58+00:00,Aug,20249,510,16,0 days 00:00:14
Koa Rothman,This Wave Sprayed Out SO MUCH WATER,-7ySWmjLGU0,2024-08-08 16:22:10+00:00,Aug,9687,425,15,0 days 00:00:14
Koa Rothman,NO FILMING? SURFING PSYCHO SLABS ON DRY REEF IN AUSTRALIA!,daOyL5Qn6W0,2024-08-06 21:00:31+00:00,Aug,102638,2624,325,0 days 00:16:16
Koa Rothman,Caught In a Lightning Storm During a Surf Trip!,BzPDVbz7O3c,2024-08-06 18:40:43+00:00,Aug,3121,127,3,0 days 00:00:32
Koa Rothman,Boat View of SURFER SENDING IT!!!,Zrvm4P5hKUw,2024-08-05 21:49:45+00:00,Aug,6467,288,7,0 days 00:00:08
Koa Rothman,How Big Wave Surfers Prepare For FRIGHTENING Conditions,7s5RixUXtro,2024-08-05 21:48:31+00:00,Aug,14891,420,31,0 days 00:00:27
Koa Rothman,What Surfers Dream About..,RJ2-OSbpvj8,2024-08-05 21:46:56+00:00,Aug,6890,331,12,0 days 00:00:23
Koa Rothman,Boogie Boarder VS. Surfer at MAXED OUT TEAHUPO'O,cpzKG1MO9I4,2024-08-03 02:10:24+00:00,Aug,99744,2188,118,0 days 00:00:11
Koa Rothman,COMPLETE CARNAGE AT PSYCO AUSTRALIAN SLAB! - DEADMANS,ht4WFx8rlRk,2024-08-02 21:29:57+00:00,Aug,201608,3372,566,0 days 00:18:41
Koa Rothman,HE ACTUALLY PULLED THIS OFF,VM7o27801AI,2024-07-31 21:05:29+00:00,Jul,28339,966,19,0 days 00:00:11
Koa Rothman,Nate Florence WINS SURFING COMPETITION,gwUX2zOpplk,2024-07-31 21:04:41+00:00,Jul,5121,254,14,0 days 00:00:25
Koa Rothman,NOT MAKING A WAVE CAN BE DANGEROUS,nfzXSyaEkN0,2024-07-29 18:44:30+00:00,Jul,8116,372,12,0 days 00:00:58
Koa Rothman,The BEST PLACE TO EAT IN HAWAII!?,3a1Fj5lEksM,2024-07-29 18:40:30+00:00,Jul,4156,162,8,0 days 00:00:59
Koa Rothman,Father and Son Surf a Wave TOGETHER 🥹,NxAPPTwOOAc,2024-07-29 18:33:01+00:00,Jul,7104,310,13,0 days 00:00:13
Koa Rothman,HOW SURFERS TAKE TURNS IN A CROWDED LINEUP,N3zXlQ2c1ik,2024-07-26 23:12:43+00:00,Jul,22489,645,67,0 days 00:01:01
Koa Rothman,What a Surfer Has For Breakfast Every Morning,-xRV-7c9fUs,2024-07-24 22:42:03+00:00,Jul,6408,272,9,0 days 00:00:23
Koa Rothman,WHAT HAPPENED AT 10ft BOWLS? With KOA JOHN & ELI,tdKbzhzfVGM,2024-07-24 21:00:35+00:00,Jul,104658,1626,162,0 days 00:21:34
Koa Rothman,When Traveling Goes COMPLETELY WRONG,9TmfFsKTAtk,2024-07-24 00:18:53+00:00,Jul,8560,225,18,0 days 00:00:22
Koa Rothman,THE BEST BIRTHDAY PRESENT EVER?,R6a3c0HooVU,2024-07-24 00:17:20+00:00,Jul,4456,254,7,0 days 00:00:39
Koa Rothman,WHAT ITS LIKE SURFING WITH LOCALS IN HAWAII,0AhhGbpbj0c,2024-07-24 00:04:40+00:00,Jul,17265,515,21,0 days 00:00:50
Koa Rothman,#Ad #21+ @drinkminus196 in the US just in time for summer #minus196partner Shop the link in my bio,3L3bDtkmQpw,2024-07-23 00:54:54+00:00,Jul,1870,74,4,0 days 00:00:20
Koa Rothman,I Tried Boogieboarding For The FIRST TIME In MASSIVE Waves,nrBuygV2y2Y,2024-07-20 02:19:42+00:00,Jul,100344,3124,83,0 days 00:00:59
Koa Rothman,Let me know!,qgspDtCfCGw,2024-07-19 00:49:23+00:00,Jul,6464,361,78,0 days 00:00:32
Koa Rothman,CAGE MATCH Against The Ocean 🥊,Ki37pZ_YEuI,2024-07-17 23:26:52+00:00,Jul,6916,329,13,0 days 00:00:17
Koa Rothman,SURFER SENDS XXL WAVE OVER SHALLOW REEF,ybrvpWq_cIo,2024-07-17 23:24:11+00:00,Jul,4065,159,2,0 days 00:00:13
Koa Rothman,MAKUA & KOA BATTLE the CROWD on FIRST BIG SOUTH SWELL!,ZZvdYRtS1_c,2024-07-17 21:00:31+00:00,Jul,112934,1738,210,0 days 00:17:19
Koa Rothman,The Reality of Surfing Trips ⛈️,juUIlA0Er8k,2024-07-15 20:10:01+00:00,Jul,5421,257,6,0 days 00:00:52
Koa Rothman,Perfect Surfing Point Break In Indonesia,z1wwcsSuoP8,2024-07-14 10:01:02+00:00,Jul,11379,295,6,0 days 00:00:18
Koa Rothman,Pro Surfers Score Perfect Session In Australia,5yuUZ9g8EcQ,2024-07-13 10:00:05+00:00,Jul,3744,240,7,0 days 00:00:43
Koa Rothman,Tahiti FLOODS From HEAVY Storm and Cars End Up In The OCEAN,Q5XFttqZTYs,2024-07-12 10:00:32+00:00,Jul,5120,222,9,0 days 00:00:31
Koa Rothman,THE REALITY OF SURF TRIPS! BALI BELLY TO EPIC WAVES!,OIh4wNrcOfs,2024-07-10 21:00:22+00:00,Jul,65360,1433,196,0 days 00:12:31
Koa Rothman,This Wave Made My Day!,C69frhl7iRQ,2024-07-10 10:00:11+00:00,Jul,4689,382,11,0 days 00:00:19
Koa Rothman,The Wave Wanted Him 😂,NTgb2sIh9LM,2024-07-09 10:00:17+00:00,Jul,6643,294,9,0 days 00:00:06
Koa Rothman,POV Surfing ALONE in the Middle of Nowhere,eAOLJD31OxM,2024-07-08 10:00:37+00:00,Jul,12018,587,22,0 days 00:00:36
Koa Rothman,Surfing a LARGE Wave That Destroyed ME,4PjN16sn0vI,2024-07-07 10:00:03+00:00,Jul,20930,735,19,0 days 00:00:12
Koa Rothman,The COPS Came Onto The Beach!,ZwnFLXAWEaU,2024-07-06 10:13:11+00:00,Jul,9333,259,11,0 days 00:00:15
Koa Rothman,THE REALITY OF PADDLING OUT IN BIG SURF AT PIPELINE,6C9T8vzXWeg,2024-07-05 13:00:06+00:00,Jul,64822,1662,34,0 days 00:01:01
Koa Rothman,THIS MASSIVE WAVE LANDED RIGHT ON ME,Ijz-slcYLtY,2024-07-04 13:00:26+00:00,Jul,10308,340,13,0 days 00:00:15
Koa Rothman,DOES THIS COUNT?,XkGhxgH-Sms,2024-07-03 13:00:35+00:00,Jul,21467,963,63,0 days 00:00:16
Koa Rothman,I GOT STUNG BY JELLYFISH 🪼,BxxYcOpmBkM,2024-07-01 22:25:50+00:00,Jul,10858,375,22,0 days 00:00:28
