channel_name,Title,Video_id,Published_date,Month,Views,Likes,Comments,Duration
Ben Gravy,Get off my wave!!!,WLTXJCLbD_w,2024-06-08 10:39:13+00:00,Jun,12826,502,13,0 days 00:00:37
Ben Gravy,The goggler strikes again,H8tEWn5guqs,2024-06-07 19:24:16+00:00,Jun,12340,538,23,0 days 00:00:21
Ben Gravy,Best ferry wave right I’ve ever caught,Svjw5mlq1CA,2024-06-05 19:36:17+00:00,Jun,11693,448,22,0 days 00:01:01
Ben Gravy,Heavy Locals Tried to Block Us from Surfing this Beach...,YLz8aGCaOsY,2024-06-04 14:00:25+00:00,Jun,33574,849,194,0 days 00:15:07
Ben Gravy,Dredger huh?,UQhOuW_06rI,2024-06-03 12:09:52+00:00,Jun,26994,891,30,0 days 00:00:11
Ben Gravy,"How To Choose The Right Surfboard? Volume, Shape, Length w/ EXPERTS",gtsxrSHp37c,2024-05-30 14:00:28+00:00,May,77029,2371,223,0 days 00:41:42
Ben Gravy,12 weeks post Surgery | Complete Bicep Rupture,NMSmIuaQ2hs,2024-05-27 13:11:28+00:00,May,11252,611,111,0 days 00:17:24
Ben Gravy,I’m back in the water in 4 weeks!,bu3-YAs9DPE,2024-05-25 13:45:54+00:00,May,5912,314,26,0 days 00:01:01
Ben Gravy,The Biggest & Best Paddle Waves of my Life,-SRkHwSsMIc,2024-05-21 18:00:00+00:00,May,23013,871,86,0 days 00:17:49
Ben Gravy,A long tube can make an inevitable close out a little sweeter 🤯,P4lKXQLjHcs,2024-05-20 12:28:51+00:00,May,22385,629,19,0 days 00:00:28
Ben Gravy,We're Pretty Much HGTV (Summer Rental),GVUPQl5Jzk4,2024-05-19 22:00:12+00:00,May,15941,620,75,0 days 00:28:13
Ben Gravy,Freezing cold & perfect!,vKI1lAjT6bg,2024-05-19 19:19:50+00:00,May,9955,383,14,0 days 00:00:15
Ben Gravy,Forbidden fruit 🤯,juw56B_FKaE,2024-05-17 00:28:51+00:00,May,11440,404,22,0 days 00:00:30
Ben Gravy,Is THIS Really Happening!?,AQZFXRmuggI,2024-05-14 14:00:10+00:00,May,18111,882,132,0 days 00:11:52
Ben Gravy,The novelty search continues…,6gGqAofYNOU,2024-05-14 12:45:05+00:00,May,14618,558,35,0 days 00:00:20
Ben Gravy,"Surfing on Lake Erie, Pennsylvania 🤯",urN0a1TE7Z0,2024-05-13 12:28:54+00:00,May,11508,458,16,0 days 00:00:45
Ben Gravy,The REAL Story Why Makki Films QUIT the Vlog,uh79c53imVA,2024-05-07 14:00:45+00:00,May,30707,1108,202,0 days 00:29:35
Ben Gravy,"Almost only counts in horseshoes, hand grenades and…backyard wave pools?",IkncI2w48R4,2024-05-04 16:45:12+00:00,May,13555,338,20,0 days 00:00:35
Ben Gravy,Kelly Slater Called Me Out!?,BTXgcba_gj8,2024-05-02 14:00:07+00:00,May,58604,1878,220,0 days 00:15:03
Ben Gravy,Conned everybody. They thought I was on a hardboard…,MsYy9oSic8w,2024-04-29 13:23:10+00:00,Apr,12454,542,27,0 days 00:00:29
Ben Gravy,Complete Bicep Tendon Rupture | 6 Weeks Post Surgery,s8XA4YuoKwg,2024-04-28 14:00:39+00:00,Apr,15993,810,91,0 days 00:21:03
Ben Gravy,We Infiltrated the JOB Surf Experience,pwfKd5puZ90,2024-04-23 15:02:11+00:00,Apr,31922,1000,111,0 days 00:13:41
Ben Gravy,"The Most Wild & Weird Novelty Waves in History (Glacier Surfing, Tanker Waves & More!)",EgJ3DsQooMM,2024-04-18 14:00:09+00:00,Apr,37629,563,43,0 days 00:19:46
Ben Gravy,Danger: cliff,_PSV1Flyo64,2024-04-12 15:40:33+00:00,Apr,11088,371,36,0 days 00:00:18
Ben Gravy,I Crashed Jamie Obrien 's Wedding,Z0ezeuE23vw,2024-04-11 14:07:53+00:00,Apr,92670,2354,203,0 days 00:27:11
Ben Gravy,Off the Wall - Spain,WxS7EkObCPk,2024-04-08 13:42:27+00:00,Apr,32004,762,29,0 days 00:00:32
Ben Gravy,Complete Bicep Tendon Rupture | 10 Days after Surgery,PwDVIXmlbq8,2024-04-04 14:00:29+00:00,Apr,17565,1004,171,0 days 00:21:55
Ben Gravy,Surfing the demilitarized zone between South and North Korea,2kgxG7lHdNM,2024-04-02 15:45:55+00:00,Apr,19461,884,30,0 days 00:01:00
Ben Gravy,There’s nothing like a clean tube first thing in the morning,8xJGHgzMClo,2024-03-30 16:27:53+00:00,Mar,34786,1861,38,0 days 00:00:24
Ben Gravy,I Tore My BICEP Muscle OFF THE BONE while Surfing,v-KtGZUTlQs,2024-03-28 18:00:25+00:00,Mar,46611,1655,378,0 days 00:25:21
Ben Gravy,Serious Injury Update. Heading in for Surgery,eUyLojaspH8,2024-03-26 14:00:35+00:00,Mar,38244,2464,807,0 days 00:16:22
Ben Gravy,Swell of the century in Nebraska 🤯,X1NIeTM6Vj0,2024-03-25 02:28:56+00:00,Mar,13737,613,31,0 days 00:01:01
Ben Gravy,The Best Ferry Waves of All Time,IRv9FA_13Gk,2024-03-19 14:00:15+00:00,Mar,550979,2175,160,0 days 00:19:38
Ben Gravy,What It's Like to Score the Swell of a Lifetime on the Great Lakes,MszFox3XCLk,2024-03-12 14:00:17+00:00,Mar,190427,3464,317,0 days 00:18:28
Ben Gravy,Minnesota -6 & fully nuking part 2!,zKRZGEjF36o,2024-03-09 03:54:36+00:00,Mar,19669,1001,43,0 days 00:01:01
Ben Gravy,Minnesota -6 degrees & fully nuking!,6ajaWHFY7pw,2024-03-06 03:06:11+00:00,Mar,35885,1970,62,0 days 00:00:16
Ben Gravy,All Alone in the Perfect Time & Place,n-VNCe8DgdI,2024-03-03 15:31:53+00:00,Mar,41456,1047,113,0 days 00:13:01
Ben Gravy,The longest wave in the state of Florida?,wB9tGu9VHYc,2024-02-28 01:14:41+00:00,Feb,113971,2789,69,0 days 00:01:01
Ben Gravy,I wish I was looking at this right now…,K9Mxsx_6kcc,2024-02-26 22:07:35+00:00,Feb,17864,607,12,0 days 00:00:12
Ben Gravy,Big Swell HITS the Island,Fqj2FdmUoeA,2024-02-25 15:30:02+00:00,Feb,40691,877,96,0 days 00:22:00
Ben Gravy,Ladies & Gentlemen introducing: Holy Boothby!,_fV4kFyeG1A,2024-02-19 19:17:56+00:00,Feb,15280,636,17,0 days 00:00:24
Ben Gravy,By the skin of my teeth,XNIcw2UDmUs,2024-02-19 02:45:49+00:00,Feb,26135,1041,38,0 days 00:00:27
Ben Gravy,Surfing Dream Scenario (Tubes over Dry Reef),nUziMnkavFQ,2024-02-18 15:00:40+00:00,Feb,81355,1413,120,0 days 00:20:52
Ben Gravy,Nice for people that go left…,Vh7tINv8cQc,2024-02-15 15:08:55+00:00,Feb,24463,1092,54,0 days 00:00:16
Ben Gravy,Nicest looking 2 footer I’ve seen in awhile,dBRl-eAw4EI,2024-02-14 18:04:59+00:00,Feb,22192,754,27,0 days 00:00:18
Ben Gravy,Left or right?,ByXt3brHlsI,2024-02-14 15:19:12+00:00,Feb,17544,707,69,0 days 00:00:16
Ben Gravy,Why’d I take the first one..?,hZ-ghxR5XmA,2024-02-13 23:07:15+00:00,Feb,16962,609,24,0 days 00:00:32
Ben Gravy,Dream scenario for any surfer…,BTunuyUJVMg,2024-02-13 00:35:37+00:00,Feb,21778,980,26,0 days 00:00:19
Ben Gravy,Major Swell Hits the Caribbean SOLID SIZE,ayYfIXKUx3U,2024-02-11 15:00:09+00:00,Feb,47901,1053,99,0 days 00:19:38
Ben Gravy,You goin..?,FowjaYBd048,2024-02-09 21:20:20+00:00,Feb,11318,449,27,0 days 00:00:14
Ben Gravy,The one that got away…,L-CWVbi8lNg,2024-02-08 23:21:12+00:00,Feb,15085,548,12,0 days 00:00:09
Ben Gravy,This one’s for my wife!,N66Ha9E07cU,2024-02-08 01:38:38+00:00,Feb,76968,2913,61,0 days 00:00:17
Ben Gravy,You should see it at low tide,Tog-oPeclNA,2024-02-07 10:41:36+00:00,Feb,162155,4616,136,0 days 00:00:21
Ben Gravy,The Sketchiest Wave I've Ever Surfed (DRY Reef),S2SPonN3H1Y,2024-02-06 15:00:21+00:00,Feb,243245,2516,256,0 days 00:21:24
Ben Gravy,Empty Perfect Surf on a Remote Tropical Island,LpVpAQ93DGc,2024-02-04 15:00:27+00:00,Feb,69144,1196,143,0 days 00:19:31
Ben Gravy,It’s happening!,Zd3ssJuU1xY,2024-02-01 01:46:34+00:00,Feb,21988,1044,27,0 days 00:00:12
Ben Gravy,The Longest Barrel in the State of Florida,X9i9IIXlZTU,2024-01-30 23:30:13+00:00,Jan,64326,1494,211,0 days 00:18:08
Ben Gravy,Best Florida Gulf since 1984...!?,4xp4WuRKp68,2024-01-28 15:00:03+00:00,Jan,26749,823,110,0 days 00:21:36
Ben Gravy,My Massive Falling Out with ZEKE (Copy Cat),tg7vEfG-3q4,2024-01-23 16:00:39+00:00,Jan,68408,1883,229,0 days 00:15:05
Ben Gravy,In the eye buddy,xFmKDlJJIAw,2024-01-20 09:43:16+00:00,Jan,13824,599,22,0 days 00:00:10
Ben Gravy,Dreams is right,iqvzSk8f0rQ,2024-01-20 09:07:24+00:00,Jan,12790,416,12,0 days 00:00:14
Ben Gravy,"All Time Conditions La Jolla Shores, San Diego",EqpRsfiQW74,2024-01-18 16:00:08+00:00,Jan,87879,1365,119,0 days 00:20:00
Ben Gravy,Best swell Florida has seen since 1846…,ze6J2Slab6A,2024-01-18 14:04:00+00:00,Jan,26630,762,67,0 days 00:00:20
Ben Gravy,Dreams do come true,UnoIFaPSOP4,2024-01-16 02:08:21+00:00,Jan,11443,603,19,0 days 00:00:12
Ben Gravy,Massive CRUISE SHIP creates Mini TSUNAMI Wave,N2vwxLLh8ns,2024-01-15 16:38:32+00:00,Jan,54401,864,94,0 days 00:17:54
Ben Gravy,Billy Scott in the spot,7GHlV_qaJlM,2024-01-14 15:47:57+00:00,Jan,29864,1095,23,0 days 00:00:16
Ben Gravy,"""10-15ft"" Swell Forecast Brings BIG Tubes to New Jersey",mSfF95I54Ng,2024-01-11 15:00:44+00:00,Jan,52897,1278,150,0 days 00:18:28
Ben Gravy,"Historic ""Day of the Decade"" Surf at La Jolla Cove, San DIego",T555ZCoeRKw,2024-01-07 15:00:23+00:00,Jan,148067,1820,187,0 days 00:18:27
Ben Gravy,Massive Swell SLAMS San Diego & Creates UNRULY Backwash!,G66qqoRLm7w,2024-01-04 15:00:12+00:00,Jan,44925,1213,177,0 days 00:24:55
Ben Gravy,Historic Blacks Beach XXL San Diego 20-25ft Surf,ejSvL5jll9U,2023-12-30 15:30:13+00:00,Dec,452830,6650,609,0 days 00:23:02
Ben Gravy,We Found Jamie Obrien's Secret Wave in Hawaii,K3aMejSxJaM,2023-12-28 20:00:07+00:00,Dec,86737,1598,148,0 days 00:20:35
Ben Gravy,Been waitin’ for this one !,2fC57OrQ3bE,2023-12-27 15:51:34+00:00,Dec,62385,2331,61,0 days 00:00:18
Ben Gravy,8 years sober & dreaming!,V-pIzAJhQNE,2023-12-27 15:47:29+00:00,Dec,125536,5260,363,0 days 00:00:37
Ben Gravy,8-12ft+ EPIC New Jersey Surf Forecast (Big Barrels),JpfozNkSd0Q,2023-12-26 23:00:17+00:00,Dec,70275,1262,114,0 days 00:18:11
Ben Gravy,Sizable Rising Swell on the North Shore w/ Osmo Action 4 Surfing Camera,UfibODKzw-Q,2023-12-24 16:00:20+00:00,Dec,39208,1078,70,0 days 00:17:45
Ben Gravy,The duck dive heard ‘round the block 😂,4-4fc1ZlRHA,2023-12-22 01:46:26+00:00,Dec,76515,1880,49,0 days 00:00:26
Ben Gravy,"Historic ""20-25ft"" Swell Forecast 50 YEAR STORM in New Jersey",aUbOiUiU1gw,2023-12-21 23:00:00+00:00,Dec,179760,3750,443,0 days 00:20:01
Ben Gravy,Duck Diving Nightmare Scenario in Hawaii,v_p4L5TOPkk,2023-12-19 23:00:28+00:00,Dec,119177,1772,199,0 days 00:15:26
Ben Gravy,Jamie Obrien Gave Me One Last Chance at Pipe Masters Finals Day 2023,aMBn97T5RnA,2023-12-17 15:00:01+00:00,Dec,43851,1338,86,0 days 00:17:59
Ben Gravy,Jamie Obrien CALLED ME OUT After his Pipe Masters Heat,gru8XnWLr1A,2023-12-13 23:00:35+00:00,Dec,72978,2217,109,0 days 00:17:08
Ben Gravy,Jamie Obrien FINALLY Gave Me a Shot @ PIPE MASTERS 2023,V581OeB7Reo,2023-12-10 23:00:27+00:00,Dec,108864,2926,216,0 days 00:14:15
Ben Gravy,Finally Going Back to Hawaii,x5Cl3n7g24I,2023-12-08 00:00:33+00:00,Dec,28571,1034,92,0 days 00:19:27
Ben Gravy,Hasn't Been Like THIS Since the 70's...,fAP5s3P_cBo,2023-12-03 15:34:43+00:00,Dec,32691,912,112,0 days 00:13:42
Ben Gravy,New Jersey goes FULL Sumo Wrestler for Thanksgiving Swell,Vi7EnzrHUQE,2023-11-30 15:00:35+00:00,Nov,33540,979,158,0 days 00:18:30
Ben Gravy,We Ascended a Mountain for 2 Hours for THIS Wave in Norway,Bt59icV5Lkg,2023-11-26 16:01:36+00:00,Nov,33180,1225,121,0 days 00:24:11
Ben Gravy,Ben Gravy Surfing 7 Seas in 7 Days WORLD RECORD,hOkvOYgbQRY,2023-11-21 23:00:23+00:00,Nov,22735,1100,147,0 days 00:24:20
Ben Gravy,Frigid Tubes in the Arctic Circle (Norway),6ntHXRRd5gQ,2023-11-16 15:00:05+00:00,Nov,50623,1250,101,0 days 00:15:16
Ben Gravy,5’6” fish is WAY faster than I thought it’d be…,95mwGF9mVOs,2023-11-14 14:31:04+00:00,Nov,17343,593,16,0 days 00:00:18
Ben Gravy,Arriving to a Mythical Point Break in Cold & Icy Norway,eM0GFL6oX8I,2023-11-12 15:00:36+00:00,Nov,149359,3931,406,0 days 00:23:04
Ben Gravy,Historic Day in New Jersey SURFING the Atlantic Ocean! 7 Seas in 7 Days,euoDKk5TEww,2023-11-09 15:00:29+00:00,Nov,31094,1063,124,0 days 00:14:39
Ben Gravy,Found a little one in Norway! 🇳🇴,Nn05uUJ81Xg,2023-11-08 17:31:37+00:00,Nov,17221,987,51,0 days 00:00:16
Ben Gravy,"I Finally went TANKER SURFING in Galveston, Texas!",Do8AdFpihQo,2023-11-07 15:00:08+00:00,Nov,395095,4310,310,0 days 00:22:55
Ben Gravy,Historic Moment for me Surfing Bells Beach (World Class Wave in Australia),grpGxPiPbiE,2023-11-05 15:00:36+00:00,Nov,65205,1759,180,0 days 00:18:35
Ben Gravy,Local news goin buck,iK02ksVSERY,2023-11-04 23:45:41+00:00,Nov,17137,1260,79,0 days 00:01:00
Ben Gravy,"Stop #4 Bondi Beach, Australia! @RedBullSurfing",axYAFwWqVnM,2023-11-04 23:42:13+00:00,Nov,15947,526,24,0 days 00:00:15
Ben Gravy,I’m never leaving this beach!,WIl2QAEPxMk,2023-11-04 23:38:06+00:00,Nov,17665,604,41,0 days 00:00:10
Ben Gravy,Checked Bells Beach SO hard!!!,ep3pBgA45-0,2023-11-04 00:41:16+00:00,Nov,23821,865,55,0 days 00:00:18
Ben Gravy,When you pick the perfect board at Bells Beach 🤙🏻,8Vx1lMSiacs,2023-11-04 00:38:49+00:00,Nov,15043,501,14,0 days 00:00:09
Ben Gravy,"Perfect Keramas, Indo All To Myself w/ No One Out",e7SEK8W_HdE,2023-11-02 15:00:26+00:00,Nov,55572,1680,175,0 days 00:18:04
Ben Gravy,Made it to Bali! @RedBullSurfing,zibCmjDYAkU,2023-11-01 04:11:55+00:00,Nov,8310,524,21,0 days 00:00:16
Ben Gravy,Surfing Japan's Futuristic Wave Pool,eFhLPPYkPo8,2023-10-31 14:48:02+00:00,Oct,78689,0,170,0 days 00:21:45
Ben Gravy,Medical fact: 8 years ago I couldn’t touch my toes. Now I can barely. Can you touch yours?,-9afgLBWbFI,2023-10-31 14:10:46+00:00,Oct,9576,297,15,0 days 00:00:16
Ben Gravy,Good times & good waves in Japan! 🇯🇵 @RedBullSurfing,6VP0WHrGiR4,2023-10-31 00:06:19+00:00,Oct,8349,399,16,0 days 00:00:26
Ben Gravy,The BEST Surf I have Ever Scored in Asia,LnQs2ZsV3to,2023-10-29 14:00:10+00:00,Oct,53632,1248,202,0 days 00:19:26
Ben Gravy,An empty sandbar in Japan!,tLf5K6vIeGs,2023-10-28 22:32:22+00:00,Oct,14430,442,23,0 days 00:00:13
Ben Gravy,My First Time EVER Surfing JAPAN (Chiba),H5HWjOffRDY,2023-10-26 15:00:11+00:00,Oct,40372,1191,164,0 days 00:25:29
Ben Gravy,BIGGEST Surf Trip of my Life!,5x5p9iM_gkQ,2023-10-24 15:00:07+00:00,Oct,25341,1012,164,0 days 00:20:11
Ben Gravy,An enjoyable moment in time…,4dbLSbs61jQ,2023-10-22 00:34:04+00:00,Oct,14332,705,27,0 days 00:00:07
Ben Gravy,I’m not gonna lie…there was a good bit of turbulence during the flight #sattire #thisisajoke,o5YGEqfG07w,2023-10-21 13:54:26+00:00,Oct,29030,877,72,0 days 00:00:44
Ben Gravy,How does American Airlines handle board bags?,ftgvJ3z6YR0,2023-10-21 12:25:20+00:00,Oct,18244,594,50,0 days 00:01:00
Ben Gravy,Hectic Malibu Surfing w/ Action 4 Surfing Camera,gvp_vysnn8E,2023-10-19 22:00:23+00:00,Oct,48271,1083,217,0 days 00:25:25
Ben Gravy,Tow surfing behind a car for the dream!,X5YFPvt6le8,2023-10-19 21:18:12+00:00,Oct,7971,273,10,0 days 00:00:36
Ben Gravy,Surfing in San Francisco can actually be dreamy!,Ap7MeimltYw,2023-10-18 13:10:04+00:00,Oct,17364,1018,47,0 days 00:00:25
Ben Gravy,Rob Machado loves my soft top!,nRJ_90mjax0,2023-10-17 13:24:20+00:00,Oct,18703,841,28,0 days 00:00:37
Ben Gravy,Would you surf in a blizzard?,dmKfgUDTgqQ,2023-10-16 17:26:34+00:00,Oct,6267,373,28,0 days 00:00:47
Ben Gravy,San Diego is a Different World of DREAMERS!,wVHHp3Lf3d4,2023-10-15 22:00:26+00:00,Oct,53473,1093,122,0 days 00:18:53
Ben Gravy,Surfing Pipeline w/ @JamieOBrienJOB,TUA3eBjYako,2023-10-15 13:12:37+00:00,Oct,31041,930,25,0 days 00:00:50
Ben Gravy,Super swell Saturday in Hawaii was absurd! 🤯,5veYJzs-G50,2023-10-14 15:41:05+00:00,Oct,8195,402,24,0 days 00:00:41
Ben Gravy,Glassy!,jF_r5lIucMA,2023-10-13 22:40:41+00:00,Oct,11842,496,19,0 days 00:00:26
Ben Gravy,It’s cranking 😂,_18euGOyR4o,2023-10-12 12:38:46+00:00,Oct,18900,648,34,0 days 00:00:11
Ben Gravy,California Dreamin' in San Diego!,B5zrhZRtX_s,2023-10-10 14:00:05+00:00,Oct,44905,833,98,0 days 00:17:02
Ben Gravy,Stuck it… 😂,lgBcIZSy5L4,2023-10-09 13:15:20+00:00,Oct,18573,520,21,0 days 00:00:35
Ben Gravy,Typhoon surfing in South Korea!,J9Y_a6O3hhA,2023-10-06 12:47:24+00:00,Oct,11899,600,17,0 days 00:00:44
Ben Gravy,Could you climb the rope?,nx9brONL1l8,2023-10-06 12:45:40+00:00,Oct,9240,314,18,0 days 00:00:28
Ben Gravy,Local Knowledge PAYS OFF for Wave Of The Day!,0RHwclf22dU,2023-10-05 22:30:01+00:00,Oct,31281,1067,129,0 days 00:21:58
Ben Gravy,Going straight is sick,plY_FWaEGpI,2023-10-05 21:09:33+00:00,Oct,34989,754,30,0 days 00:01:01
Ben Gravy,Nothing like a good pocket ride 💥,k21x9x23KBI,2023-10-04 12:18:48+00:00,Oct,7715,319,8,0 days 00:00:25
Ben Gravy,My biggest wipe out ever 🤿,ztxkgLtXBuE,2023-10-03 11:41:27+00:00,Oct,110587,3009,56,0 days 00:00:50
Ben Gravy,Hurricane Lee was super fun & @OTCZeke even thought it was 40 foot at some points! 😂,Cqq-MiwYCAU,2023-10-02 12:51:30+00:00,Oct,10942,442,25,0 days 00:00:51
Ben Gravy,Surfing a Fiberglass Hi-Pro Shortboard 7 Days Straight SHOCKING RESULTS,GGST7mRy5pc,2023-10-02 00:34:57+00:00,Oct,21508,702,100,0 days 00:27:28
Ben Gravy,Somehow we rolled up to our home break and it was looking like west oz out there!,1vmpYExgodU,2023-10-02 00:33:28+00:00,Oct,24235,717,17,0 days 00:00:16
Ben Gravy,Hectic Hurricane Ophelia SMASHES the East Coast,KmnJX75GrPs,2023-09-28 22:00:17+00:00,Sep,25901,737,109,0 days 00:21:20
Ben Gravy,6ft Barrels Spitting Perfection for Hurricane Lee Clean Up Day,dVc8flZhTAA,2023-09-26 22:00:22+00:00,Sep,37085,1137,171,0 days 00:29:11
Ben Gravy,Chasing Massive Hurricane Swell on the East Coast,arEwQnDWBOM,2023-09-24 22:00:05+00:00,Sep,33720,1634,144,0 days 00:16:00
Ben Gravy,Hurricane Lee Provides Bombing Swell on the East Coast,T-2FY76Qsuw,2023-09-21 22:00:14+00:00,Sep,99576,1515,157,0 days 00:18:45
Ben Gravy,Almost got barreled #surfing #surfingwaves #surf,zksdSh74OnA,2023-09-21 20:01:42+00:00,Sep,12794,673,42,0 days 00:00:15
Ben Gravy,Hurricane Lee 6-8ft SURF Arrives in New Jersey!,W_MdQb8ta60,2023-09-19 22:00:16+00:00,Sep,50139,1251,125,0 days 00:17:55
Ben Gravy,East Coast Outer Reef Goes NUCLEAR during Hurricane Lee,xVuTfULAkys,2023-09-17 22:00:35+00:00,Sep,49096,1416,161,0 days 00:23:24
Ben Gravy,Hurricane Lee Front Runners ARRIVE in New Jersey,fqcRh6pmMRk,2023-09-14 14:00:23+00:00,Sep,37662,1142,140,0 days 00:28:57
Ben Gravy,Biggest shore break in the world,W-pVKPBm-NA,2023-09-13 13:30:32+00:00,Sep,21893,686,34,0 days 00:00:18
Ben Gravy,Biggest shore break in the world set of the day,M8XMASfNblU,2023-09-13 13:29:52+00:00,Sep,12908,328,29,0 days 00:00:16
Ben Gravy,Biggest Shore break in the world,aNvJ9-5wJdQ,2023-09-13 13:28:36+00:00,Sep,25222,441,18,0 days 00:00:22
Ben Gravy,Hurricane Idalia Generates DREAMERS in New Jersey!,E4o-6UHVV9E,2023-09-10 14:00:16+00:00,Sep,32291,955,129,0 days 00:22:23
Ben Gravy,"So...I Missed the ""Swell of the Year"" at Home!?",sb3wlMXVwJA,2023-09-07 15:00:41+00:00,Sep,23589,898,143,0 days 00:23:41
Ben Gravy,"Massive ""15-18ft"" Swell Arrives in Italy",0HStd5I9Ls0,2023-09-05 15:00:01+00:00,Sep,51399,1398,144,0 days 00:26:52
Ben Gravy,Massive 15ft Swell Creates Hectic WAVE CAVE of Doom in Italy!,q65w1MEP-W0,2023-08-31 22:00:35+00:00,Aug,69173,1311,145,0 days 00:20:24
Ben Gravy,First Time Surfing Italy! CRAZY PADDLE OUT,asza1fGhnG0,2023-08-29 15:00:05+00:00,Aug,51612,1714,183,0 days 00:23:35
Ben Gravy,Scoring EPIC Surf through Europe!,3F_ekJNCdlQ,2023-08-24 18:05:12+00:00,Aug,30349,881,90,0 days 00:19:03
Ben Gravy,Switzerland for the dream!,NHlcKg8bNnc,2023-08-23 06:17:15+00:00,Aug,10763,396,21,0 days 00:00:13
Ben Gravy,State of New Jersey Built Me a $10 Million Dollar Point Break!,R16r56nqTf0,2023-08-22 15:32:27+00:00,Aug,176019,2137,215,0 days 00:32:49
Ben Gravy,The BEST Wave in the Swiss Alps!,QxMjAFogBjk,2023-08-20 15:00:30+00:00,Aug,157282,1743,161,0 days 00:18:53
Ben Gravy,If only it was 6’ instead of 6”,Nd-PK67vTBw,2023-08-19 22:39:03+00:00,Aug,18553,487,39,0 days 00:00:06
Ben Gravy,This is NOT Good...,yBcFnfvnoYY,2023-08-17 15:30:18+00:00,Aug,27376,834,149,0 days 00:28:14
Ben Gravy,El slammo on the cook!,YacYyfU8cNM,2023-08-16 21:21:22+00:00,Aug,10930,371,10,0 days 00:00:09
Ben Gravy,I Chased a Hurricane into The Netherlands & SCORED!!!,ZtcITz5uQV8,2023-08-13 14:00:16+00:00,Aug,26266,967,115,0 days 00:17:11
Ben Gravy,I Tried Surfing Storm Waves in Belgium,aR4tmcL09Go,2023-08-08 14:00:03+00:00,Aug,44609,1205,146,0 days 00:23:01
Ben Gravy,Best Ferry Wave in GERMANY!? DJI Action 4 Surfing Camera,Tk-z0XeCTm8,2023-08-03 14:00:30+00:00,Aug,32558,1020,147,0 days 00:21:17
Ben Gravy,When it’s head to toe!?,y_nXQzP4Q0g,2023-07-28 11:50:54+00:00,Jul,12913,542,21,0 days 00:00:50
Ben Gravy,I Started My Own Surfboard Company!,ni5-JRFEplw,2023-07-27 14:00:37+00:00,Jul,121630,3405,578,0 days 00:27:14
Ben Gravy,Pristine conditions for New Jersey beach break!,Hix-YkA_qxI,2023-07-26 12:27:46+00:00,Jul,13738,731,27,0 days 00:00:41
Ben Gravy,Surfing backwash waves at pipeline w/ @JamieOBrienJOB,WRoHz-Rje90,2023-07-25 16:50:16+00:00,Jul,23629,1096,18,0 days 00:00:46
Ben Gravy,COWABUNGA!!!,Lf4csWbpSbg,2023-07-24 20:54:16+00:00,Jul,6937,428,21,0 days 00:00:39
Ben Gravy,Thanks to @JamieOBrienJOB I finally learned how to duck dive…,gJxsIv4KsU0,2023-07-23 19:21:45+00:00,Jul,22904,905,17,0 days 00:00:30
Ben Gravy,The BEST Surf I've Scored in Mexico!,gBnWcYUfaKI,2023-07-23 14:00:28+00:00,Jul,43673,1117,101,0 days 00:22:15
Ben Gravy,Surfing in the middle of the night,3QkSLxWxDQQ,2023-07-22 08:09:33+00:00,Jul,8426,416,17,0 days 00:00:40
Ben Gravy,Best El Slammo on record!,iY0OZYqdtfk,2023-07-21 23:36:59+00:00,Jul,10605,559,26,0 days 00:00:59
Ben Gravy,Best ferry wave ever skimmed? @SkidKids,KdJhG1K-dmQ,2023-07-21 19:25:19+00:00,Jul,24802,846,21,0 days 00:00:39
Ben Gravy,When nature calls…have you ever taken a sea dump?,HePhDdKXbDA,2023-07-21 17:13:56+00:00,Jul,5482,176,19,0 days 00:00:56
Ben Gravy,Those Nantucket jellies are no joke…,vBIFgMo90Wo,2023-07-21 06:12:57+00:00,Jul,11317,410,18,0 days 00:00:46
Ben Gravy,"Low volume, high glide…",RTXTdkBfRvQ,2023-07-21 00:28:13+00:00,Jul,24736,1381,69,0 days 00:00:52
Ben Gravy,When history was made in the ferry surfing game w/ @OTCZeke,nm-fGi1J4Cs,2023-07-20 20:46:00+00:00,Jul,8164,584,20,0 days 00:00:38
Ben Gravy,I can’t tell if it’s reeling or peeling..?,J1aVJp6G5OA,2023-07-19 16:38:41+00:00,Jul,24078,836,37,0 days 00:00:11
Ben Gravy,We FOUND the DREAM! In Mexico…,CmTLUKwN6TE,2023-07-18 14:00:06+00:00,Jul,25727,897,83,0 days 00:14:44
